Input;Output
"['batterName | Aybar', 'hasScored | True', 'inningNumber | eighth', 'onBaseNumber | loaded', 'outNumber | two', 'pitchType | wild', 'pitcherName | Santiago_Casilla', 'scoreTally | 7-6', 'strikingType | grounder', ""teamName | Athletics'""]";After Santiago Casilla threw a wild pitch that allowed a run to score that cut the Athletics' advantage to 7-6, the right-hander later induced a grounder from Aybar with two outs and the bases loaded in the eighth.
"[""teamName | Chicago_Cubs'"", 'teamName | San_Diego_Padres']";SAN DIEGO --  The rebuilding San Diego Padres are hoping to follow the Chicago Cubs' blueprint -- the one that required years of losing before a title was delivered.
['competitionName | World_Series'];Not that the defending World Series champions are looking all that unbeatable up close.
['RBI | four', 'batterName | Austin_Hedges', 'finalScore | 6-2', 'hasLostTeam | Cubs', 'hasWonTeam | Padres', 'matchDate | Tuesday_night', 'pitchResult | home_run', 'pitcherName | rookie_Dinelson_Lamet', 'teamName | Chicago', 'winLossRecord | fifth_straight', 'winLossType | beat', 'winLossType | loss'];Austin Hedges had a home run and a career-high four RBI, rookie Dinelson Lamet produced another strong outing and the Padres beat the Cubs 6-2 on Tuesday night, giving Chicago its fifth straight loss.
['batterName | Hedges', 'gameNumber | three-game', 'hasLostTeam | Cubs', 'hasWonTeam | Padres', 'pitchResult | double', 'pitchResult | homer', 'runNumber | two-run', 'runNumber | two-run', 'winLossType | clinched'];Hedges hit a two-run homer and a two-run double as the Padres clinched the three-game series against the struggling Cubs.
"['locationPlayed | Petco_Park', 'pitcherName | Lamet', 'pitcherRecord | 2-0', 'startsNumber | debut', 'startsNumber | first', ""teamName | Padres'""]";Lamet (2-0), one of Padres' top prospects, was making his Petco Park debut and looking to build on his stellar first start.
['hitNumber | three', 'inningsPitched | five', 'matchDate | Thursday', 'pitcherName | right-hander', 'runNumber | one-run', 'teamName | New_York_Mets'];Against the New York Mets on Thursday, the right-hander threw five innings of one-run ball, allowing three hits.
['hitNumber | five', 'inningsPitched | five', 'runNumber | two', 'teamName | Cubs', 'walkNumber | a'];He was nearly as good against the potent Cubs, limiting them to two runs, five hits and a walk over five innings.
['startsNumber | second_straight', 'strikeOutNumber | eight'];For the second straight start, he struck out eight.
['pitchType | changeup', 'pitchType | fastball', 'pitchType | slider'];He showed three effective pitches in a fastball, slider and changeup.
['hitNumber | seven', 'inningsPitched | 4_1/3', 'pitcherName | Eddie_Butler', 'pitcherRecord | 2-1', 'runNumber | six', 'winLossRecord | third_straight', 'winLossType | win'];Eddie Butler (2-1) was seeking his third straight win, but he lasted only 4 1/3 innings, charged with six runs and seven hits.
['pitcherName | Lamet', 'strikeOutNumber | five', 'walkNumber | three'];He walked three and struck out five as his teammates were no match for Lamet.
['RBI | six', 'batterName | Hunter_Renfroe', 'gameNumber | two', 'inningNumber | fifth', 'pitchResult | double', 'runNumber | two-run', 'scoreTally | up_4-2', 'teamName | Padres'];Hunter Renfroe had a two-run double in the fifth that put the Padres up 4-2 and gave him six RBI in two games.
['batterName | Hedges', 'fielderPosition | reliever', 'pitchResult | double', 'pitcherName | Brian_Duensing', 'runNumber | two-run', 'scoreTally | 6-2', 'strikeTrajectory | into_the_left_field_corner'];Hedges got to reliever Brian Duensing for another two-run double into the left field corner, extending the edge to 6-2.
['batterHitsTries | 0-for-13', 'batterName | Kyle_Schwarber', 'inningNumber | fifth', 'pitchCount | 0-2', 'pitchResult | solo_homer', 'pitchType | elevated_fastball', 'pitcherName | Lamet', 'scoreTally | tie_it_at_2'];Kyle Schwarber burned Lamet on an 0-2 pitch, turning on an elevated fastball for a solo homer in the fifth to tie it at 2 and snap his 0-for-13 skid.
"[""batterName | Hedges'"", 'homeRunNumber | ninth', 'inningNumber | second', 'pitchResult | homer', 'pitchType | fastball', ""pitcherName | Butler's"", 'runNumber | two-run', 'scoreTally | ahead_2-1', 'teamName | Padres']";Hedges' ninth homer of the season, a two-run shot off Butler's fastball, pushed the Padres ahead 2-1 in the second inning.
['batterName | Franchy_Cordero', 'pitchResult | single'];Franchy Cordero opened with a single.
"['baseNumber | third', 'batterName | Cordero', ""batterName | Willson_Contreras'"", 'fielderName | Cory_Spangenberg', 'inningNumber | second', 'pitchResult | double', 'pitchResult | scoring', 'pitchResult | singled', 'scoreTally | 1-0_edge', 'strikeTrajectory | past', 'strikingType | bad-hop_grounder', 'teamName | Cubs']";The Cubs struck first when Willson Contreras' bad-hop grounder got past Cory Spangenberg at third for a double in the second for a 1-0 edge, scoring Cordero after he singled.
['gameNumber | first_two', 'hitNumber | nine', 'standingsGames | a', 'teamName | Chicago', 'winningPercentage | .500'];Chicago, which has fallen a game under .500, has nine hits in the series' first two games.
['onBaseNumber | nine'];They left nine runners on base.
['batterName | Jason_Giambi', 'teamName | New_York_Yankees'];NEW YORK (AP) -- Jason Giambi and the sluggish New York Yankees suddenly turned sluggerish.
['batterName | Giambi', 'batterName | Johnny_Damon', 'batterName | Robinson_Cano', 'batterName | Wilson_Betemit', 'finalScore | 6-3', 'gameNumber | three-game', 'hasLostTeam | Cleveland_Indians', 'hasWonTeam | Yankees', 'matchDate | Thursday', 'pitchResult | connecting', 'winLossType | sweep', 'winLossType | victory'];The Yankees played home run derby Thursday, with Giambi, Johnny Damon, Robinson Cano and Wilson Betemit connecting in a 6-3 victory over the Cleveland Indians that prevented a three-game sweep.
"['batterName | Alex_Rodriguez', 'batterName | Damon', 'batterName | Jorge_Posada', 'pitchResult | homers', ""teamName | Yankees'""]";"A day after Damon called the Yankees' recent output ""pitiful,"" a lineup missing injured Alex Rodriguez and Jorge Posada matched a season high for homers."
['batterName | Betemit', 'batterName | Cano', 'batterName | Giambi', 'battingAverage | .180'];Giambi, Cano and Betemit each began the day hitting well under .180.
"['batterName | Damon', 'inningNumber | fifth', 'inningNumber | fourth', 'pitchResult | go-ahead_double', 'pitchResult | homered', 'runNumber | first', ""teamName | Yankees'""]";Damon has done better from the leadoff spot, and he homered for the Yankees' first run in the fourth inning and hit a go-ahead double in the fifth.
['batterName | Giambi'];Giambi has spent the whole season searching for a groove.
['atBatNumber | next', 'pitchResult | home_run', 'strikeTrajectory | to_center', 'strikingType | sharp_lineout'];Along with the home run, the former AL MVP seemed equally pleased by a sharp lineout to center in his next at-bat.
['gameNumber | three_or_more', 'teamName | Cleveland', 'teamName | Yankees', 'winLossType | sweep'];Cleveland was trying to sweep the Yankees in a series of three or more games for the first time in nearly two decades.
['pitcherName | John', 'pitcherName | Tommy_John', 'teamName | Indians'];The last time the Indians did, they completed it by beating Tommy John on April 9, 1989 -- John, by the way, turns 65 in two weeks.
['inningsPitched | five', 'pitcherName | Mike_Mussina', 'pitcherRecord | 5-3', 'startsNumber | fourth', 'winLossRecord | 255th', 'winLossType | victory', 'winLossType | won'];Mike Mussina (5-3) won his fourth straight start and earned his 255th career victory, holding on for five innings.
['fielderPosition | Setup_man', 'fielderPosition | closed', 'pitcherName | David_Dellucci', 'pitcherName | Joba_Chamberlain', 'pitcherName | Mariano_Rivera', 'pitcherSaveRecord | ninth'];Setup man Joba Chamberlain won his rematch with David Dellucci and Mariano Rivera closed for his ninth save.
"['batterName | Betemit', ""batterName | Cano's"", 'batterName | Rodriguez', 'fielderPosition | reliever', 'inningNumber | seventh', 'pitchResult | homer', 'pitcherName | Masa_Kobayashi', 'pitcherName | Paul_Byrd', 'pitcherRecord | 1-3', 'strikeTrajectory | over_the_center-field_fence', 'strikingType | drive']";Cano's homer finished Paul Byrd (1-3) in the seventh and Betemit, subbing for Rodriguez, met reliever Masa Kobayashi with a drive over the center-field fence.
['batterName | Dellucci', 'inningNumber | eighth', 'pitcherName | Chamberlain'];The only drama after that came in the eighth when Chamberlain faced Dellucci.
['fielderPosition | reliever', 'matchDate | Tuesday_night', 'pitchResult | homer', 'pitchType | hard-throwing', 'pitcherName | Dellucci', 'runNumber | three-run'];On Tuesday night, Dellucci rocked the hard-throwing reliever with a pinch-hit three-run homer.
['managerName | Girardi', 'pitcherName | Chamberlain'];Girardi later talked to Chamberlain about his penchant for shaking off his catcher's signs.
['batterName | Dellucci', 'fielderName | Jose_Molina', 'pitchResult | strike', 'pitchType | slider', 'pitcherName | Chamberlain', 'strikeNumber | three', 'strikingType | swing_over'];This time, Chamberlain again shook off Jose Molina and then got Dellucci to swing over a slider for strike three.
['batterName | Dellucci', 'pitcherName | Chamberlain'];Chamberlain, as usual, gave an exaggerated fist pump and hollered after fanning Dellucci to end the inning.
"['batterName | Dellucci', ""pitcherName | Chamberlain's""]";That's not exactly how Dellucci saw Chamberlain's celebration.
['pitcherName | Chamberlain'];"Said Chamberlain: ""It didn't matter who it was, I just wanted to get them out."""
['pitcherName | Jack_Morris', 'pitcherName | Mussina', 'pitcherName | Red_Faber'];Mussina moved into sole possession of 39th place on the career wins list, breaking a tie with Jack Morris and Red Faber.
['batterName | Damon', 'batterName | Giambi', 'inningNumber | fourth', 'pitchResult | homered', 'scoreTally | ahead_3-0', 'teamName | Yankees'];Damon and Giambi homered in the fourth to put the Yankees ahead 3-0.
"['RBI | single', ""batterName | Casey_Blake's"", ""batterName | Kelly_Shoppach's"", 'inningNumber | fifth', 'pitchResult | double', 'pitcherName | Mussina', 'runNumber | two-run', 'scoreTally | tying_it', 'teamName | Indians']";The Indians bounced back in the fifth against Mussina, tying it on Casey Blake's two-run double and Kelly Shoppach's RBI single.
"[""batterName | Giambi's"", 'strikeTrajectory | just_inside_the_right-field_foul_pole', 'strikeTrajectory | upper-deck', 'strikingType | drive']";Giambi's upper-deck drive landed just inside the right-field foul pole, with the star twisting his body and hoping to steer the shot clear.
['homeRunNumber | sixth', 'homeRunNumber | two', 'locationPlayed | Cleveland', 'matchDate | April_25', 'pitchResult | homer', 'pitcherName | Byrd'];It was his sixth homer of the season, including two off Byrd on April 25 at Cleveland.
['batterName | Cano', 'batterName | Damon', 'inningNumber | fifth', 'outNumber | two-out', 'pitchResult | double', 'pitchResult | double', 'pitchResult | drove_in', 'strikingType | blooped'];Damon blooped a two-out double in the fifth that drove in Cano, who opened the inning by hustling for a double.
['homeAway | on_the_road', 'teamName | Indians', 'winLossRecord | five', 'winLossType | won'];The Indians had won five straight on the road.
['batterName | Travis_Hafner', 'gameNumber | second'];For the second straight game, slumping star Travis Hafner was benched.
['battingAverage | .209', 'homeRunNumber | three', 'managerName | Eric_Wedge'];He's hitting only .209 with three home runs, and manager Eric Wedge is trying to find a way to get him to relax.
"['locationPlayed | Yankee_Stadium', ""teamName | Cleveland's""]";The game marked Cleveland's final scheduled appearance at Yankee Stadium.
['batterName | Tris_Speaker', 'finalScore | 13-3', 'matchDate | June_9,_1923', 'pitchResult | grand_slam', 'teamName | Indians', 'teamRecord | 262-456'];The Indians finished 262-456 overall at the ballpark, the Elias Sports Bureau said, starting with a 13-3 win on June 9, 1923, when Tris Speaker hit a grand slam.
['batterName | Nelson_Cruz', 'pitchResult | homer', 'runNumber | three-run'];If he had to choose one highlight play, Nelson Cruz preferred his run-saving, diving catch to his towering, three-run homer.
['competitionName | AL_West', 'finalScore | 6-2', 'hasLostTeam | Oakland_Athletics', 'hasWonTeam | Texas_Rangers', 'matchDate | Wednesday', 'teamStandings | first-place'];Those contributions with the bat and glove played a huge part in the first-place Texas Rangers holding momentum in the AL West with a 6-2 victory against the Oakland Athletics on Wednesday for a winning series.
"[""batterName | Brandon_Moss'"", 'batterName | Cruz', 'homeRunNumber | 10th', 'pitchResult | homer', 'strikeTrajectory | gap_in_right-center', 'strikingType | line_drive', 'teamName | Oakland']";Cruz connected for his 10th homer in the fifth, then chased down Brandon Moss' line drive to the gap in right-center for a defensive gem to end the sixth with Oakland runners on first and second.
['pitcherName | Alexi_Ogando'];Alexi Ogando thought so.
